name,mfcc_0,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12
ak_0m_center_0000.mp3,-320.9843444824219,57.627044677734375,4.028404235839844,12.554383277893066,0.7418704032897949,11.07182502746582,3.379037618637085,3.2146806716918945,3.601360321044922,7.301088809967041,1.4194515943527222,3.6460909843444824,-0.2886471152305603
ak_0m_center_0001.mp3,-351.2391052246094,53.56512451171875,11.088269233703613,8.196982383728027,1.9369794130325317,7.175903797149658,3.307309865951538,0.9576285481452942,2.7879743576049805,5.012167930603027,0.5328454375267029,4.628333568572998,-0.2389100044965744
ak_0m_center_0002.mp3,-321.52862548828125,49.50749969482422,7.170055866241455,13.769941329956055,1.185180425643921,10.565262794494629,2.595757484436035,1.628103256225586,1.4591952562332153,6.4663987159729,-0.6065619587898254,3.8674821853637695,-1.2463464736938477
ak_0m_center_0003.mp3,-416.2669372558594,62.881072998046875,13.108183860778809,3.899353265762329,-0.03327641263604164,6.804297924041748,2.9473884105682373,-1.4139679670333862,0.03018369898200035,2.9517178535461426,-0.949337363243103,2.316115617752075,-0.8066399693489075
ak_0m_center_0004.mp3,-278.6226501464844,56.087825775146484,11.520676612854004,21.15679359436035,5.2082366943359375,15.305903434753418,8.001133918762207,7.542254447937012,8.5946044921875,10.176992416381836,4.099832057952881,8.510305404663086,2.827378988265991
ak_0m_center_0005.mp3,-437.005126953125,67.20208740234375,23.1977596282959,9.542357444763184,6.498266220092773,11.881598472595215,7.10673713684082,3.491209030151367,6.680785655975342,8.765486717224121,8.345836639404297,5.303182601928711,6.223972320556641
ak_0m_center_0006.mp3,-369.43255615234375,60.80739974975586,17.566314697265625,21.224544525146484,5.947493553161621,14.679272651672363,7.05985689163208,5.18311882019043,5.629483222961426,11.344815254211426,5.441308975219727,7.889457702636719,3.9873125553131104
ak_0m_center_0007.mp3,-344.7724914550781,58.78944396972656,19.716575622558594,13.447696685791016,6.5900187492370605,11.474464416503906,10.580416679382324,6.747762203216553,9.171102523803711,7.915232181549072,6.964061260223389,8.494223594665527,4.599245071411133
ak_0m_center_0008.mp3,-240.50096130371094,48.85543441772461,21.824003219604492,26.416433334350586,4.131972789764404,14.364992141723633,8.158361434936523,9.211793899536133,6.410356521606445,7.958493709564209,4.437319278717041,9.181085586547852,2.9146618843078613
ak_0m_center_0009.mp3,-233.60134887695312,47.234519958496094,13.639762878417969,28.665956497192383,5.032930374145508,17.855670928955078,7.708215236663818,6.733805179595947,6.547562599182129,10.521546363830566,3.6769964694976807,7.0963287353515625,3.6724555492401123
ak_0m_center_0010.mp3,-252.50694274902344,53.79579162597656,11.449935913085938,26.993106842041016,5.980161666870117,16.742713928222656,8.80080509185791,8.18510913848877,6.749626636505127,8.346328735351562,4.489398956298828,8.029091835021973,4.470973968505859
ak_0m_center_0011.mp3,-257.7528991699219,54.933937072753906,17.554162979125977,26.023283004760742,2.082451581954956,14.28887939453125,7.699704170227051,8.916321754455566,8.214581489562988,9.39693546295166,4.065313339233398,8.367265701293945,3.3368031978607178
ak_0m_center_0012.mp3,-219.9252166748047,49.36286926269531,21.502277374267578,31.09444808959961,7.866044044494629,16.8671875,7.410035610198975,6.8051958084106445,3.944654703140259,7.1842474937438965,2.7692453861236572,6.622518539428711,0.8385518789291382
